Date,Portfolio_Value,Cash,Position_Value,Has_Position,Drawdown,Signal,Daily_Return
2021-06-01,958317438.5762862,573914133.8926575,384403304.6836287,False,0.051262170019321165,BUY,-0.0028000000000000247
2021-06-02,952322093.3463609,573914133.8926575,378407959.4537034,True,0.05719758410494466,HOLD,-0.0062561161767359375
2021-06-03,949673237.630185,949673237.630185,0.0,True,0.05981996112004956,EXIT,-0.002781470402380415
2021-06-07,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-08,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-09,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-10,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-12,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-13,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-14,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-15,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-16,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-17,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-19,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-20,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-21,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-22,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-23,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-24,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-26,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-27,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-28,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-29,949673237.630185,949673237.630185,0.0,False,0.05981996112004956,HOLD,0.0
2021-06-30,947014152.5648205,567144857.5127466,379869295.05207396,False,0.06245246522891339,BUY,-0.0027999999999999137
2021-07-01,947014152.5648205,567144857.5127466,379869295.05207396,True,0.06245246522891339,HOLD,0.0
2021-07-03,944132581.7744837,567144857.5127466,376987724.2617371,True,0.06530523103334392,HOLD,-0.0030427959102117264
2021-07-04,943385507.8658777,567144857.5127466,376240650.3531312,True,0.06604483698264081,HOLD,-0.0007912807194957461
2021-07-05,946836277.8246763,567144857.5127466,379691420.3119297,True,0.06262856188350786,HOLD,0.0036578577156700653
2021-07-06,944381606.4106855,567144857.5127466,377236748.89793897,True,0.06505869571691174,HOLD,-0.0025924982718557033
2021-07-07,945509332.2632002,567144857.5127466,378364474.7504536,True,0.06394224292678267,HOLD,0.001194142118884356
2021-07-10,945946904.123955,567144857.5127466,378802046.61120844,True,0.06350904515648027,HOLD,0.00046278957364442874
2021-07-11,944701780.9429452,567144857.5127466,377556923.43019867,True,0.06474172173864164,HOLD,-0.0013162717437750215
2021-07-12,942069234.7888103,567144857.5127466,374924377.2760637,True,0.06734795222663999,HOLD,-0.002786642522794147
2021-07-13,940361637.2834253,567144857.5127466,373216779.77067876,True,0.06903848011074709,HOLD,-0.0018126029832273849
2021-07-14,943883557.1382816,567144857.5127466,376738699.625535,True,0.06555176634977633,HOLD,0.00374528236289029
2021-07-15,943883557.1382816,567144857.5127466,376738699.625535,True,0.06555176634977633,HOLD,0.0
2021-07-17,940930836.451887,567144857.5127466,373785978.93914044,True,0.06847497081604469,HOLD,-0.0031282679564276217
2021-07-18,939863588.0110214,567144857.5127466,372718730.4982748,True,0.06953155074361168,HOLD,-0.0011342474914416423
2021-07-19,942816308.6974161,567144857.5127466,375671451.1846695,True,0.06660834627734322,HOLD,0.0031416481328352397
2021-07-20,942816308.6974161,567144857.5127466,375671451.1846695,True,0.06660834627734322,HOLD,0.0
2021-07-22,941998084.8927525,567144857.5127466,374853227.38000596,True,0.0674183908884778,HOLD,-0.0008678507118676793
2021-07-24,944452756.3067433,567144857.5127466,377307898.7939967,True,0.06498825705507393,HOLD,0.002605813592784667
2021-07-25,949539973.874869,567144857.5127466,382395116.3621224,True,0.05995189273367169,HOLD,0.005386418255603598
2021-07-26,950464922.5236192,567144857.5127466,383320065.0108726,True,0.05903619012978032,HOLD,0.0009741018537383628
2021-07-27,956939563.0648701,567144857.5127466,389794705.55212355,True,0.05262627190254109,HOLD,0.00681207731902389
2021-07-28,956939563.0648701,567144857.5127466,389794705.55212355,True,0.05262627190254109,HOLD,0.0
2021-07-31,954846866.7470729,954846866.7470729,0.0,True,0.054698049043845204,EXIT,-0.0021868636208275394
2021-08-01,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-02,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-03,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-04,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-05,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-07,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-08,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-09,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-10,954846866.7470729,954846866.7470729,0.0,False,0.054698049043845204,HOLD,0.0
2021-08-11,952173295.5201812,570234548.821352,381938746.6988292,False,0.05734489450652239,BUY,-0.0027999999999999137
2021-08-12,952173295.5201812,570234548.821352,381938746.6988292,True,0.05734489450652239,HOLD,0.0
2021-08-14,962765454.0781343,570234548.821352,392530905.2567823,True,0.04685861812193194,HOLD,0.011124192001379818
2021-08-15,963820667.6850933,963820667.6850933,0.0,True,0.045813952724712774,EXIT,0.0010960235460144574
2021-08-16,960672186.837322,510889208.58427835,449782978.25304365,False,0.04893096047914536,BUY,-0.00326666666666664
2021-08-17,957523705.9895507,957523705.9895507,0.0,True,0.05204796823357795,EXIT,-0.003277372750986496
2021-08-21,957523705.9895507,957523705.9895507,0.0,False,0.05204796823357795,HOLD,0.0
2021-08-22,954842639.6127801,571833157.2169597,383009482.3958204,False,0.0547022339225238,BUY,-0.0027999999999999137
2021-08-23,952907124.5501181,952907124.5501181,0.0,True,0.05661840103639052,EXIT,-0.0020270513510445287
2021-08-24,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-08-25,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-08-26,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-08-28,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-08-29,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-08-30,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-08-31,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-01,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-02,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-04,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-05,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-06,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-07,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-08,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-09,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-11,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-12,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-13,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-14,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-15,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-16,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-18,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-19,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-20,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-21,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-22,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-23,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-25,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-26,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-28,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-29,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-09-30,952907124.5501181,952907124.5501181,0.0,False,0.05661840103639052,HOLD,0.0
2021-10-02,950238984.6013778,569076134.7813306,381162849.82004726,False,0.05925986951348854,BUY,-0.0027999999999999137
2021-10-03,952964390.9190092,569076134.7813306,383888256.1376786,True,0.056561707118106666,HOLD,0.0028681272414587955
2021-10-04,952964390.9190092,569076134.7813306,383888256.1376786,True,0.056561707118106666,HOLD,0.0
2021-10-06,949779277.5116569,569076134.7813306,380703142.7303263,True,0.059714981242830076,HOLD,-0.003342321536569437
2021-10-09,943241585.9714112,569076134.7813306,374165451.19008064,True,0.06618732019367966,HOLD,-0.006883379849446536
2021-10-11,940749316.82071,569076134.7813306,371673182.03937936,True,0.06865467592632388,HOLD,-0.0026422384124790144
2021-10-12,943868757.7866734,569076134.7813306,374792623.00534284,True,0.06556641776293512,HOLD,0.003315910955434598
2021-10-13,943934430.2280622,569076134.7813306,374858295.44673157,True,0.06550140180160059,HOLD,6.957793744843954e-05
2021-10-14,943934430.2280622,569076134.7813306,374858295.44673157,True,0.06550140180160059,HOLD,0.0
2021-10-16,943803085.3452847,569076134.7813306,374726950.5639541,True,0.06563143372426963,HOLD,-0.00013914619339150391
2021-10-17,942423964.0761218,569076134.7813306,373347829.2947912,True,0.06699676891229424,HOLD,-0.0014612383563658016
2021-10-18,945773258.5869459,569076134.7813306,376697123.8056153,True,0.06368095488423459,HOLD,0.003553914839280914
2021-10-19,944262792.4350057,569076134.7813306,375186657.6536751,True,0.06517632199492811,HOLD,-0.0015970700569362117
2021-10-20,946364310.5594442,569076134.7813306,377288175.7781136,True,0.06309581123222413,HOLD,0.0022255648970550546
2021-10-21,946364310.5594442,569076134.7813306,377288175.7781136,True,0.06309581123222413,HOLD,0.0
2021-10-23,950928545.2359593,569076134.7813306,381852410.4546287,True,0.05857720191947624,HOLD,0.0048229150503540374
2021-10-25,951059890.1187367,569076134.7813306,381983755.33740616,True,0.0584471699968072,HOLD,0.00013812276793601086
2021-10-26,953719623.9949793,569076134.7813306,384643489.2136487,True,0.05581402356275997,HOLD,0.0027965997766035144
2021-10-27,953785296.436368,569076134.7813306,384709161.6550374,True,0.05574900760142545,HOLD,6.885927450417384e-05
2021-10-28,951092332.3047826,951092332.3047826,0.0,True,0.05841505211190809,EXIT,-0.0028234489896700188
2021-10-30,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-10-31,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-01,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-02,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-03,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-04,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-06,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-07,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-08,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-09,951092332.3047826,951092332.3047826,0.0,False,0.05841505211190809,HOLD,0.0
2021-11-10,948429273.7743293,567992340.8524163,380436932.921913,False,0.06105148996599468,BUY,-0.0027999999999999137
2021-11-11,945766215.243876,945766215.243876,0.0,True,0.06368792782008127,EXIT,-0.0028078620136381405
2021-11-13,943118069.8411932,564811583.7436428,378306486.0975504,False,0.06630960162218498,BUY,-0.0027999999999999137
2021-11-14,937689898.9287231,937689898.9287231,0.0,True,0.07168351102313675,EXIT,-0.005755558170340347
2021-11-15,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-16,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-17,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-18,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-20,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-21,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-22,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-23,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-24,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-25,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-27,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-28,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-29,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-11-30,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-12-01,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-12-02,937689898.9287231,937689898.9287231,0.0,False,0.07168351102313675,HOLD,0.0
2021-12-04,935064367.2117226,559988407.6402334,375075959.5714892,False,0.07428279719227203,BUY,-0.0028000000000000247
2021-12-05,939377568.2187545,559988407.6402334,379389160.57852113,True,0.07001271214638022,HOLD,0.004612731655996516
2021-12-06,938658701.3842492,559988407.6402334,378670293.7440158,True,0.07072439298736219,HOLD,-0.0007652586764110847
2021-12-07,936530855.5541135,559988407.6402334,376542447.9138801,True,0.07283096827666877,HOLD,-0.002266900447412623
2021-12-08,935725724.6994675,559988407.6402334,375737317.05923414,True,0.07362805081856857,HOLD,-0.0008596949581224367
2021-12-09,935725724.6994675,559988407.6402334,375737317.05923414,True,0.07362805081856857,HOLD,0.0
2021-12-11,931872598.4665191,559988407.6402334,371884190.8262857,True,0.07744266012623184,HOLD,-0.004117794489604254
2021-12-12,930003544.6968052,559988407.6402334,370015137.05657184,True,0.079293030312785,HOLD,-0.0020056966722592495
2021-12-13,933195313.4420089,559988407.6402334,373206905.80177546,True,0.07613316737882507,HOLD,0.003431996322384112
2021-12-14,931556297.0593368,559988407.6402334,371567889.4191034,True,0.0777557996962639,HOLD,-0.0017563487075676898
2021-12-15,933540369.5225714,559988407.6402334,373551961.88233805,True,0.07579156057515368,HOLD,0.0021298470843875705
2021-12-16,933540369.5225714,559988407.6402334,373551961.88233805,True,0.07579156057515368,HOLD,0.0
2021-12-18,928479547.0076541,559988407.6402334,368491139.3674207,True,0.08080179369566666,HOLD,-0.0054211073030570045
2021-12-19,929831016.6565241,559988407.6402334,369842609.01629066,True,0.07946383371462057,HOLD,0.001455572880658007
2021-12-20,932994030.7283473,559988407.6402334,373005623.0881139,True,0.07633243801430008,HOLD,0.0034017084988160473
2021-12-21,933942934.9498944,559988407.6402334,373954527.30966103,True,0.07539301930420378,HOLD,0.0010170528323814043
2021-12-22,934345500.3772173,559988407.6402334,374357092.7369839,True,0.07499447803325399,HOLD,0.0004310385701933317
2021-12-23,934345500.3772173,559988407.6402334,374357092.7369839,True,0.07499447803325399,HOLD,0.0
2021-12-25,933195313.4420089,559988407.6402334,373206905.80177546,True,0.07613316737882507,HOLD,-0.0012310081599837819
2021-12-26,931930107.8132795,559988407.6402334,371941700.1730461,True,0.07738572565895331,HOLD,-0.001355777949701431
2021-12-27,930147318.0637064,559988407.6402334,370158910.423473,True,0.07915069414458852,HOLD,-0.0019130079977309755
2021-12-28,930291091.4306074,559988407.6402334,370302683.79037404,True,0.07900835797639215,HOLD,0.00015457053319289926
2021-12-29,933080294.748488,559988407.6402334,373091887.10825455,True,0.07624703631338224,HOLD,0.002998204909810731
2021-12-30,933080294.748488,559988407.6402334,373091887.10825455,True,0.07624703631338224,HOLD,0.0
2022-01-01,932016371.8334202,559988407.6402334,372027964.19318676,True,0.07730032395803546,HOLD,-0.0011402265389760524
2022-01-02,928278264.2939925,559988407.6402334,368289856.6537591,True,0.08100106433114168,HOLD,-0.0040107745447369725
2022-01-03,921702760.6040992,921702760.6040992,0.0,True,0.08751083745083721,HOLD,-0.007083548051073252
2022-01-04,921702760.6040992,921702760.6040992,0.0,False,0.08751083745083721,HOLD,0.0
2022-01-05,921702760.6040992,921702760.6040992,0.0,False,0.08751083745083721,HOLD,0.0
2022-01-08,921702760.6040992,921702760.6040992,0.0,False,0.08751083745083721,HOLD,0.0
2022-01-09,921702760.6040992,921702760.6040992,0.0,False,0.08751083745083721,HOLD,0.0
2022-01-10,921702760.6040992,921702760.6040992,0.0,False,0.08751083745083721,HOLD,0.0
2022-01-11,921702760.6040992,921702760.6040992,0.0,False,0.08751083745083721,HOLD,0.0
