Date,Portfolio_Value,Cash,Position_Value,Has_Position,Drawdown,Signal,Daily_Return
2021-01-27,997200000.0,597200000.0,400000000.0,False,0.0028,BUY,
2021-01-28,997200000.0,597200000.0,400000000.0,True,0.0028,HOLD,0.0
2021-01-30,1010097213.6799926,597200000.0,412897213.67999256,True,0.0,HOLD,0.012933427276366372
2021-01-31,1005027788.6497064,597200000.0,407827788.64970636,True,0.00501874964273709,HOLD,-0.005018749642737075
2021-02-01,1005549641.2263535,597200000.0,408349641.2263535,True,0.004502113650102336,HOLD,0.0005192419379251856
2021-02-02,1000026167.1792004,1000026167.1792004,0.0,True,0.00997037350900241,HOLD,-0.005492989923815972
2021-02-03,1000026167.1792004,1000026167.1792004,0.0,False,0.00997037350900241,HOLD,0.0
2021-02-04,1000026167.1792004,1000026167.1792004,0.0,False,0.00997037350900241,HOLD,0.0
2021-02-06,1000026167.1792004,1000026167.1792004,0.0,False,0.00997037350900241,HOLD,0.0
2021-02-07,997226093.9110986,597215627.0394185,400010466.87168014,False,0.012742456463177254,BUY,-0.0028000000000000247
2021-02-08,1000338465.3597907,597215627.0394185,403122838.3203722,True,0.009661197148192044,HOLD,0.0031210288897329796
2021-02-09,1000338465.3597907,597215627.0394185,403122838.3203722,True,0.009661197148192044,HOLD,0.0
2021-02-11,1006331796.3663932,1006331796.3663932,0.0,True,0.0037277771511527646,EXIT,0.005991303158023431
2021-02-13,1003514067.3365672,600981348.79001,402532718.5465572,False,0.0065173393751296795,BUY,-0.0028000000000001357
2021-02-14,997089744.3065935,600981348.79001,396108395.51658356,True,0.012877443078978631,HOLD,-0.006401826580293424
2021-02-15,1003688641.331947,600981348.79001,402707292.541937,True,0.006344510470133698,HOLD,0.006618157556060877
2021-02-16,997229403.5028973,600981348.79001,396248054.7128873,True,0.012739179954981963,HOLD,-0.006435499579309778
2021-02-17,999324291.447454,600981348.79001,398342942.657444,True,0.010665233095031123,HOLD,0.0021007081592241406
2021-02-18,999324291.447454,600981348.79001,398342942.657444,True,0.010665233095031123,HOLD,0.0
2021-02-20,976288379.8871231,976288379.8871231,0.0,True,0.03347087125376467,EXIT,-0.023051487647683278
2021-02-21,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-02-22,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-02-23,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-02-24,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-02-27,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-02-28,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-01,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-02,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-03,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-04,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-06,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-07,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-08,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-09,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-10,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-13,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-14,976288379.8871231,976288379.8871231,0.0,False,0.03347087125376467,HOLD,0.0
2021-03-15,973554772.4234391,583039420.4685899,390515351.95484924,False,0.03617715281425414,BUY,-0.0028000000000000247
2021-03-16,977363249.224199,583039420.4685899,394323828.75560915,True,0.032406746610592965,HOLD,0.003911928644014129
2021-03-17,980549186.5479118,583039420.4685899,397509766.07932186,True,0.02925265680560709,HOLD,0.003259726950283426
2021-03-18,980549186.5479118,583039420.4685899,397509766.07932186,True,0.02925265680560709,HOLD,0.0
2021-03-24,979710589.2523599,583039420.4685899,396671168.78376997,True,0.03008287124852859,HOLD,-0.0008552322586735661
2021-03-27,984211183.4717195,583039420.4685899,401171763.0031296,True,0.025627266225163522,HOLD,0.004593799708538571
2021-03-28,986994301.1338133,583039420.4685899,403954880.66522336,True,0.022871969384026532,HOLD,0.002827764720449988
2021-03-30,977439345.5202758,977439345.5202758,0.0,True,0.0323314109943313,HOLD,-0.00968086198933582
2021-03-31,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-03,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-04,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-05,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-06,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-07,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-08,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-10,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-11,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-12,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-13,977439345.5202758,977439345.5202758,0.0,False,0.0323314109943313,HOLD,0.0
2021-04-14,974702515.3528191,583726777.1447088,390975738.20811033,False,0.03504088304354715,BUY,-0.0028000000000000247
2021-04-15,974702515.3528191,583726777.1447088,390975738.20811033,True,0.03504088304354715,HOLD,0.0
2021-04-17,972533336.7784867,583726777.1447088,388806559.633778,True,0.037188377903402854,HOLD,-0.00222547755870639
2021-04-18,964829012.8765477,583726777.1447088,381102235.73183894,True,0.044815687233235174,HOLD,-0.007921912401953835
2021-04-19,966250198.8390412,583726777.1447088,382523421.6943325,True,0.0434087078422953,HOLD,0.0014729925650311948
2021-04-20,965801403.2719381,583726777.1447088,382074626.12722933,True,0.04385301712364466,HOLD,-0.0004644713839566661
2021-04-21,959450235.4044459,959450235.4044459,0.0,True,0.05014069694443496,EXIT,-0.006576059887649532
2021-04-22,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-04-24,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-04-25,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-04-26,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-04-27,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-04-28,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-04-29,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-01,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-02,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-03,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-05,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-06,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-08,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-09,959450235.4044459,959450235.4044459,0.0,False,0.05014069694443496,HOLD,0.0
2021-05-11,956763774.7453134,572983680.5835351,383780094.16177833,False,0.05280030299299057,BUY,-0.0028000000000000247
2021-05-12,960269327.2140601,572983680.5835351,387285646.630525,True,0.04932979300516949,HOLD,0.0036639686422907936
2021-05-15,973668327.7612692,572983680.5835351,400684647.17773414,True,0.036064732607275884,HOLD,0.01395337762800608
2021-05-16,968020493.2282887,572983680.5835351,395036812.6447536,True,0.04165610980987635,HOLD,-0.005800573328667791
2021-05-17,973785179.5102274,572983680.5835351,400801498.92669237,True,0.03594904894101517,HOLD,0.005955128349312
2021-05-18,968565801.3900936,572983680.5835351,395582120.8065585,True,0.041116252700659855,HOLD,-0.005359886584799911
2021-05-19,970006972.9605783,572983680.5835351,397023292.37704325,True,0.0396894874834445,HOLD,0.0014879438943811163
2021-05-20,967227809.913939,967227809.913939,0.0,True,0.04244086924056693,EXIT,-0.0028650959468435877
2021-05-22,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-23,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-24,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-25,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-26,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-27,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-29,967227809.913939,967227809.913939,0.0,False,0.04244086924056693,HOLD,0.0
2021-05-30,964519572.04618,577628448.0806043,386891123.9655757,False,0.0451220348066933,BUY,-0.0027999999999999137
2021-05-31,961008261.7090716,961008261.7090716,0.0,True,0.048598245105616854,EXIT,-0.0036404759829385958
