Gold_IRR,Date,USD_IRR,Ounce_USD,Oil_USD
49694000.0,2024-12-17,773650.0,2644.39990234375,73.19000244140625
49124000.0,2024-12-16,766300.0,2651.39990234375,73.91000366210938
49417000.0,2024-12-15,759500.0,2656.0,74.48999786376953
48535000.0,2024-12-14,747100.0,2656.0,74.48999786376953
48676000.0,2024-12-13,747150.0,2656.0,74.48999786376953
48182000.0,2024-12-11,729600.0,2733.800048828125,73.5199966430664
48613000.0,2024-12-10,731950.0,2697.60009765625,72.19000244140625
47579000.0,2024-12-09,723200.0,2664.89990234375,72.13999938964844
46942000.0,2024-12-08,718850.0,2638.60009765625,71.12000274658203
46579000.0,2024-12-07,719200.0,2638.60009765625,71.12000274658203
46150000.0,2024-12-06,715600.0,2638.60009765625,71.12000274658203
46866000.0,2024-12-03,714800.0,2644.699951171875,73.62000274658203
46217000.0,2024-12-02,710950.0,2634.89990234375,71.83000183105469
45919000.0,2024-12-01,704150.0,2657.0,72.94000244140625
45649000.0,2024-11-30,699000.0,2657.0,72.94000244140625
45795000.0,2024-11-29,704000.0,2657.0,72.94000244140625
45631000.0,2024-11-27,701400.0,2639.89990234375,72.83000183105469
45111000.0,2024-11-26,699050.0,2620.300048828125,72.80999755859375
44703000.0,2024-11-25,695950.0,2616.800048828125,73.01000213623047
44735000.0,2024-11-24,693700.0,2709.89990234375,75.16999816894531
45677000.0,2024-11-23,689600.0,2709.89990234375,75.16999816894531
46605000.0,2024-11-22,699050.0,2709.89990234375,75.16999816894531
45197000.0,2024-11-20,692250.0,2648.199951171875,72.80999755859375
44950000.0,2024-11-19,689300.0,2627.10009765625,73.30999755859375
44361000.0,2024-11-18,689050.0,2610.60009765625,73.30000305175781
43569000.0,2024-11-17,684450.0,2565.699951171875,71.04000091552734
42872000.0,2024-11-16,681750.0,2565.699951171875,71.04000091552734
42962000.0,2024-11-15,682400.0,2565.699951171875,71.04000091552734
42983000.0,2024-11-13,683300.0,2580.800048828125,72.27999877929688
43744000.0,2024-11-12,684400.0,2600.0,71.88999938964844
43223000.0,2024-11-11,678200.0,2611.199951171875,71.83000183105469
42463000.0,2024-11-10,669200.0,2687.5,73.87000274658203
44458000.0,2024-11-09,682650.0,2687.5,73.87000274658203
45467000.0,2024-11-08,692200.0,2687.5,73.87000274658203
